,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,Alofi,-19.0595,-169.9187,83.71,73,6,11.1,NU,1613260800
281,Acapulco de Juárez,16.8634,-99.8901,79.14,64,10,10.16,MX,1613260800
282,Gáldar,28.147,-15.6502,62.55,75,22,11.23,ES,1613260800
283,‘Ewa Beach,21.3156,-158.0072,79.48,65,42,16.93,US,1613260800
284,Ayan,56.45,138.1667,17.58,96,100,8.59,RU,1613260800
285,Calvinia,-31.4707,19.776,61.2,72,10,4.97,ZA,1613260800
286,Oriximiná,-1.7656,-55.8661,79.61,90,90,3.09,BR,1613260800
287,Tuensang,26.2833,94.8333,54.59,69,9,2.82,IN,1613260800
288,Ixtapa,20.7,-105.2,70.3,63,62,4.59,MX,1613260800
289,Turochak,52.2576,87.1224,7.66,92,97,0.98,RU,1613260800
290,Vanavara,60.34,102.2797,-27.02,85,87,0.89,RU,1613260800
291,Boddam,57.4667,-1.7833,34.61,76,87,38.7,GB,1613260800
292,Mercedes,-34.6515,-59.4307,69.13,78,80,4.97,AR,1613260800
293,Galveston,29.3669,-94.9669,45.97,64,94,9.57,US,1613260800
294,Deputatsky,69.3,139.9,-32.17,86,46,2.89,RU,1613260800
295,Namatanai,-3.6667,152.4333,83.37,78,100,4.27,PG,1613260800
296,Novorozhdestvenskaya,45.8619,39.9542,27.61,87,97,23.13,RU,1613260800
297,Ancud,-41.8697,-73.8203,57.43,65,1,5.91,CL,1613260800
298,Tigil',57.8,158.6667,-9.71,84,0,1.92,RU,1613260800
299,San Quintín,30.4833,-115.95,59.97,70,83,16.4,MX,1613260800
300,Padang,-0.9492,100.3543,78.62,84,47,4.72,ID,1613260800
301,Belmonte,-15.8631,-38.8828,76.48,76,4,6.76,BR,1613260800
302,Maryville,35.7565,-83.9705,43.86,90,95,2.64,US,1613260800
303,Beibei,29.8256,106.4339,51.82,94,0,2.35,CN,1613260800
304,Te Karaka,-38.4654,177.8679,81.21,40,16,4.94,NZ,1613260800
305,Porto Santo,33.072,-16.3415,61.54,75,10,4.38,PT,1613260800
306,Cabo San Lucas,22.8909,-109.9124,70.3,64,5,7.23,MX,1613260800
307,Fairbanks,64.8378,-147.7164,7.97,88,1,1.23,US,1613260800
308,Venado Tuerto,-33.7456,-61.9688,67.77,86,18,0.69,AR,1613260800
309,Trairi,-3.2778,-39.2689,80.67,81,0,9.78,BR,1613260800
310,Clyde River,70.4692,-68.5914,-0.35,88,100,7.29,CA,1613260800
311,Lagoa,39.05,-27.9833,57.2,65,58,30.67,PT,1613260800
312,Guerrero Negro,27.9769,-114.0611,61.07,67,94,22.32,MX,1613260800
313,Yerbogachën,61.2767,108.0108,-31.22,84,8,1.39,RU,1613260800
314,Shitkino,56.3703,98.3543,-8.18,90,100,3.27,RU,1613260800
315,Piojó,10.7485,-75.1078,79.48,81,22,9.15,CO,1613260800
316,San Felipe,10.3399,-68.7425,75.45,84,48,5.14,VE,1613260800
317,Partizánske,48.6286,18.3846,22.06,87,0,5.73,SK,1613260800
318,Muzhi,65.3667,64.6667,-29.07,85,12,1.79,RU,1613260800
319,Praia,14.9215,-23.5087,69.66,77,10,16.17,CV,1613260800
320,Pishin,30.5803,66.9961,48.29,44,0,2.51,PK,1613260800
321,Araceli,10.5529,119.9913,79.38,84,90,12.01,PH,1613260800
322,Grindavik,63.8424,-22.4338,40.66,84,95,34.16,IS,1613260800
323,Laguna,38.421,-121.4238,62.69,49,27,3.8,US,1613260800
324,Omboué,-1.5746,9.2618,77.4,88,75,3.71,GA,1613260800
325,Nikki,9.9401,3.2108,77.29,17,0,3.27,BJ,1613260800
326,Bījār,35.8668,47.6051,34.09,80,2,4.65,IR,1613260800
327,Ojinaga,29.5667,-104.4167,59.23,35,11,12.82,MX,1613260800
328,Nishihara,26.1842,127.7558,70.05,87,38,7.02,JP,1613260800
329,Domoni,-12.2569,44.5319,80.8,81,100,9.37,KM,1613260800
330,Lerwick,60.1545,-1.1494,38.48,71,95,35.7,GB,1613260800
331,Mahibadhoo,3.7833,72.9667,80.74,69,8,8.43,MV,1613260800
332,Sítio Novo do Tocantins,-5.5183,-47.4611,79.25,86,58,0.09,BR,1613260800
333,Sehore,23.2,77.0833,63.5,30,0,7.11,IN,1613260800
334,Inverness,57.4791,-4.224,30.42,81,86,2.46,GB,1613260800
335,Wangkui,46.8333,126.5,-6.11,88,72,4.16,CN,1613260800
336,Spring Valley,36.108,-115.245,57.69,34,70,23.87,US,1613260800
337,Sarab,38.6066,44.9883,43.56,58,98,4.38,IR,1613260800
338,Ocós,14.5094,-92.1933,83.39,62,1,11.52,GT,1613260800
339,São Miguel do Araguaia,-13.275,-50.1628,77.0,88,100,3.44,BR,1613260800
340,Marrakesh,31.6315,-8.0083,59.88,63,21,3.02,MA,1613260800
341,Broken Hill,-31.95,141.4333,71.64,49,0,14.61,AU,1613260800
342,Mersing,2.4312,103.8405,77.85,81,100,8.46,MY,1613260800
343,Severomuysk,56.1481,113.4267,-30.77,85,54,3.11,RU,1613260800
344,Assiut,27.181,31.1837,52.86,60,0,5.77,EG,1613260800
345,Pinega,64.7001,43.3936,-6.65,90,100,3.89,RU,1613260800
346,Puerto Princesa City,9.7392,118.7353,78.75,88,95,8.55,PH,1613260800
347,Baiquan,47.5833,126.0833,-6.11,88,0,7.2,CN,1613260800
348,Mandalgovi,45.7625,106.2708,0.63,89,53,8.93,MN,1613260800
349,Ekuvukeni,-28.4675,30.1551,66.45,95,99,1.81,ZA,1613260800
350,Aksarka,66.5606,67.7975,-30.35,85,15,1.19,RU,1613260800
351,Bonavista,48.6499,-53.1147,25.97,90,100,20.51,CA,1613260800
352,Foumban,5.7291,10.9001,67.01,39,97,4.54,CM,1613260800
353,Örnsköldsvik,63.2909,18.7153,21.9,90,59,6.8,SE,1613260800
354,São João da Barra,-21.6403,-41.0511,77.36,84,100,14.88,BR,1613260800
355,Yulara,-25.2406,130.9889,76.62,44,94,19.01,AU,1613260800
356,Guarapari,-20.6667,-40.4975,76.64,82,45,12.84,BR,1613260800
357,Karratha,-20.7377,116.8463,80.98,69,1,6.53,AU,1613260800
358,Hamilton,39.1834,-84.5333,25.66,86,95,5.3,US,1613260800
359,San Antonio,29.4241,-98.4936,33.84,77,94,10.74,US,1613260800
360,Sretensk,52.2453,117.7093,-21.12,82,0,2.08,RU,1613260800
361,Chachapoyas,-6.2317,-77.869,61.41,85,52,2.68,PE,1613260800
362,Bilma,18.6853,12.9164,70.3,21,0,5.77,NE,1613260800
363,Shakawe,-18.3667,21.85,67.15,79,100,6.04,BW,1613260800
364,Ukiah,39.1502,-123.2078,54.19,57,28,10.98,US,1613260800
365,Aguçadoura,41.4318,-8.7804,53.31,89,70,6.69,PT,1613260800
366,Nuuk,64.1835,-51.7216,13.33,84,93,11.65,GL,1613260800
367,Porto-Novo,6.4965,2.6036,82.78,86,31,8.68,BJ,1613260800
368,Santa Rosa,14.3122,121.1114,76.75,84,87,5.61,PH,1613260800
369,Homer,59.6425,-151.5483,33.17,70,47,6.42,US,1613260800
370,Qaqortoq,60.7167,-46.0333,40.26,57,95,2.68,GL,1613260800
371,Tyukhtet,56.5389,89.3011,-1.28,93,100,5.97,RU,1613260800
372,Olavarría,-36.8927,-60.3225,69.19,87,100,9.42,AR,1613260800
373,Lithakia,37.7167,20.8333,57.63,89,99,25.12,GR,1613260800
374,Pachperwa,27.5167,82.65,56.97,54,76,1.1,IN,1613260800
375,Salalah,17.0151,54.0924,66.58,60,0,1.86,OM,1613260800
376,Mayo,38.8876,-76.5119,29.01,95,95,12.73,US,1613260800
377,Chicama,-7.8447,-79.1469,75.6,72,20,8.28,PE,1613260800
378,Bereda,43.2686,-7.5406,51.24,85,100,4.18,ES,1613260800
379,Nara,34.6851,135.8049,52.84,77,10,2.51,JP,1613260800
380,South Kazakhstan Region,43.0,68.0,41.32,70,0,4.81,KZ,1613260800
381,Haikou,20.0458,110.3417,64.02,90,0,0.67,CN,1613260800
382,Sola,-13.8833,167.55,82.11,79,97,13.69,VU,1613260800
383,Smidovich,48.6,133.8167,10.45,92,61,12.86,RU,1613260800
384,Abay,49.6311,72.8539,15.64,90,20,3.09,KZ,1613260800
385,Tilichiki,60.4667,166.1,-16.02,86,83,10.94,RU,1613260800
386,Dicabisagan,17.0818,122.4157,74.19,77,74,3.47,PH,1613260800
387,Saint George,37.1041,-113.5841,55.42,52,68,22.44,US,1613260800
388,Lüderitz,-26.6481,15.1594,65.75,81,0,10.02,NA,1613260800
389,Baker City,44.7749,-117.8344,24.58,81,95,3.09,US,1613260800
390,Krasnovishersk,60.4078,57.082,3.15,93,100,7.29,RU,1613260800
391,Zhaotong,27.3167,103.7167,38.48,89,29,1.95,CN,1613260800
392,La Unión,-5.4,-80.75,86.31,47,21,17.9,PE,1613260800
393,Kumul,42.8,93.45,30.11,86,27,10.58,CN,1613260800
394,Xining,36.6167,101.7667,25.16,66,9,2.21,CN,1613260800
395,Carnarvon,-24.8667,113.6333,81.61,84,13,9.19,AU,1613260800
396,Piaçabuçu,-10.4056,-36.4344,78.06,75,3,8.7,BR,1613260800
397,San Julián,21.0167,-102.1667,66.51,23,0,14.81,MX,1613260800
398,Murgab,37.4966,61.9714,52.93,54,0,6.42,TM,1613260800
399,Saldanha,-33.0117,17.9442,65.62,92,0,4.05,ZA,1613260800
400,Abu Dhabi,24.4667,54.3667,68.27,81,74,7.31,AE,1613260800
401,Wukari,7.85,9.7833,79.21,17,3,1.1,NG,1613260800
402,Laas,46.6166,10.7002,14.2,61,1,2.01,IT,1613260800
403,Zuwārah,32.9312,12.082,60.08,73,3,18.3,LY,1613260800
404,Cockburn Town,21.4612,-71.1419,77.45,77,22,23.38,TC,1613260800
405,El Alto,-4.2714,-81.2147,77.43,74,10,12.59,PE,1613260800
406,Tubualá,9.5167,-79.0333,78.8,64,43,7.94,PA,1613260800
407,Maniitsoq,65.4167,-52.9,9.07,92,64,14.97,GL,1613260800
408,Luga,58.7372,29.8453,5.97,95,99,4.92,RU,1613260800
409,Karlskrona,56.1616,15.5866,26.42,70,0,15.86,SE,1613260800
410,Obihiro,42.9172,143.2044,32.32,89,40,0.27,JP,1613260800
411,Wencheng,33.0559,113.7978,51.21,85,89,4.76,CN,1613260800
412,Contamana,-7.3333,-75.0167,86.77,59,84,2.73,PE,1613260800
413,Cao Bang,22.6667,106.25,58.53,85,37,0.94,VN,1613260800
414,Faanui,-16.4833,-151.75,81.81,68,1,4.76,PF,1613260800
415,Taoudenni,22.6783,-3.9836,72.32,19,0,18.37,ML,1613260800
416,Paramonga,-10.6667,-77.8333,75.18,69,91,7.31,PE,1613260800
417,Palana,59.1167,159.9667,-7.24,88,0,9.35,RU,1613260800
418,Sibolga,1.7427,98.7792,76.48,80,18,3.74,ID,1613260800
419,Gamboma,-1.8764,15.8644,76.77,79,94,3.44,CG,1613260800
420,Kovūr,14.4833,79.9833,65.1,84,0,5.61,IN,1613260800
421,Ransang,8.9603,117.5828,78.12,83,96,8.95,PH,1613260800
422,Beringovskiy,63.05,179.3167,2.95,93,100,17.96,RU,1613260800
423,Salinas,36.6777,-121.6555,56.08,64,49,13.56,US,1613260800
424,Manfredonia,41.6259,15.9094,34.21,75,63,13.38,IT,1613260800
425,Huaraz,-9.5333,-77.5333,59.58,59,89,3.94,PE,1613260800
426,Coyhaique,-45.5752,-72.0662,55.13,69,83,7.11,CL,1613260800
427,Lakota,5.8528,-5.6883,75.67,90,17,6.31,CI,1613260800
428,Erie,42.7667,-78.6664,16.99,76,100,10.31,US,1613260800
429,Lata,40.1629,-8.3327,50.94,89,49,2.37,PT,1613260800
430,Denia,38.8408,0.1057,55.58,76,75,3.22,ES,1613260800
431,Mehamn,71.0357,27.8492,25.11,88,100,11.61,NO,1613260800
432,Vestmannaeyjar,63.4427,-20.2734,42.71,89,100,42.88,IS,1613260800
433,Ţalkhā,31.0539,31.3779,49.48,88,0,2.64,EG,1613260800
434,Heiligenhafen,54.3667,10.9833,24.91,91,20,9.28,DE,1613260800
435,Yantal',56.8471,105.2542,-8.39,88,100,3.62,RU,1613260800
436,Chiredzi,-21.05,31.6667,70.5,94,100,6.17,ZW,1613260800
437,Belaya Gora,68.5333,146.4167,-25.83,81,0,2.66,RU,1613260800
438,Palmer,42.1584,-72.3287,24.62,67,95,6.31,US,1613260800
439,Marystown,47.1666,-55.1483,26.82,92,92,16.6,CA,1613260800
440,Galle,6.0367,80.217,77.85,84,87,3.4,LK,1613260800
441,Benguela,-12.5763,13.4055,74.03,77,0,3.83,AO,1613260800
442,Batemans Bay,-35.7167,150.1833,69.28,62,9,7.63,AU,1613260800
443,Ostrovnoy,68.0531,39.5131,-6.61,91,25,5.17,RU,1613260800
444,Gijón,43.5357,-5.6615,50.63,86,99,4.36,ES,1613260800
445,Cidreira,-30.1811,-50.2056,75.7,81,100,6.2,BR,1613260800
446,Itoman,26.1247,127.6694,71.31,91,24,9.69,JP,1613260800
447,Kyra,49.5776,111.9753,-9.44,81,61,3.56,RU,1613260800
448,Tucuruí,-3.7661,-49.6725,78.58,91,100,6.44,BR,1613260800
449,Bowen,-20.0167,148.2333,83.89,62,69,10.92,AU,1613260800
450,Mariehamn,60.0973,19.9348,31.82,87,14,18.57,AX,1613260800
451,Matara,5.9485,80.5353,75.74,89,75,2.98,LK,1613260800
452,Banda Aceh,5.5577,95.3222,78.96,79,56,4.68,ID,1613260800
453,Shingū,33.7333,135.9833,57.74,68,54,2.8,JP,1613260800
454,Kailua,21.4022,-157.7394,76.69,69,49,17.13,US,1613260800
455,Departamento de Maldonado,-34.6667,-54.9167,71.04,91,29,5.88,UY,1613260800
456,Khandyga,62.6667,135.6,-10.07,85,16,1.03,RU,1613260800
457,Gharghoda,22.1667,83.35,59.85,38,0,1.9,IN,1613260800
458,Roald,62.5833,6.1333,30.16,65,0,8.19,NO,1613260800
459,Inuvik,68.3499,-133.7218,-3.12,78,94,1.57,CA,1613260800
460,Raahe,64.6833,24.4833,8.31,90,0,8.52,FI,1613260800
461,Bahía Honda,22.9036,-83.1592,80.28,66,7,11.59,CU,1613260800
462,Yangi Marg`ilon,40.4272,71.7189,44.46,60,25,1.12,UZ,1613260800
463,Okhotsk,59.3833,143.3,14.9,96,100,2.64,RU,1613260800
464,Pramanta,39.5231,21.1014,30.0,92,100,8.16,GR,1613260800
465,Nizwá,22.9333,57.5333,57.85,61,1,0.56,OM,1613260800
466,Erenhot,43.6475,111.9767,4.23,92,99,5.84,CN,1613260800
467,Sinazongwe,-17.2614,27.4618,75.29,81,88,3.98,ZM,1613260800
468,Ituporanga,-27.4144,-49.6025,68.65,90,83,1.57,BR,1613260800
469,Mossamedes,-15.1961,12.1522,74.68,70,25,7.67,AO,1613260800
470,Coquimbo,-29.9533,-71.3436,63.77,82,12,5.64,CL,1613260800
471,Ventspils,57.3894,21.5606,32.31,98,95,20.27,LV,1613260800
472,Noyabrsk,63.1994,75.4507,-27.24,85,11,7.31,RU,1613260800
473,Hirara,24.8,125.2833,71.56,84,54,6.73,JP,1613260800
474,Skørping,56.8363,9.8926,24.08,90,0,7.94,DK,1613260800
475,Kamenka,51.3223,42.7678,11.62,89,100,9.53,RU,1613260800
476,Gorin,51.1983,136.6669,12.97,95,100,0.96,RU,1613260800
477,Taltal,-25.4,-70.4833,69.08,68,20,2.98,CL,1613260800
478,Hervey Bay,-25.2986,152.8535,80.02,74,93,9.31,AU,1613260800
479,Flinders,-34.5833,150.8552,68.58,73,69,10.87,AU,1613260800
480,Macusani,-14.0833,-70.4333,44.15,74,78,3.06,PE,1613260800
481,Hobyo,5.3505,48.5268,75.29,79,17,16.15,SO,1613260800
482,Sept-Îles,50.2001,-66.3821,8.6,78,16,8.79,CA,1613260800
483,Cairns,-16.9167,145.7667,85.69,66,90,1.48,AU,1613260800
484,Qinhuangdao,39.9317,119.5883,29.93,92,100,19.01,CN,1613260800
485,Burns Lake,54.2331,-125.7533,13.73,66,100,2.13,CA,1613260800
486,Charlestown,-32.95,151.6667,71.83,70,39,13.47,AU,1613260800
487,Khovd,48.0056,91.6419,4.42,89,33,1.72,MN,1613260800
488,Nautla,20.2167,-96.7833,66.13,87,99,4.81,MX,1613260800
489,Lokosovo,61.1333,74.8167,-10.82,90,88,5.73,RU,1613260800
490,Qasigiannguit,68.8193,-51.1922,9.75,86,95,11.45,GL,1613260800
491,Port Hedland,-20.3167,118.5667,82.26,70,0,8.61,AU,1613260800
492,Opuwo,-18.0607,13.84,63.48,82,22,3.04,NA,1613260800
493,Ola,59.5833,151.2833,-1.88,81,6,8.25,RU,1613260800
494,Sainte-Maxime,43.3,6.6333,42.49,69,87,20.49,FR,1613260800
495,Solano,38.2333,-121.9511,62.06,42,27,9.17,US,1613260800
496,San Vicente,-26.6167,-54.1333,71.04,81,54,3.13,AR,1613260800
497,Penzance,50.1186,-5.5371,50.65,93,95,30.24,GB,1613260800
498,Tuy Hoa,13.0833,109.3,65.73,83,65,4.97,VN,1613260800
499,Khani,41.9563,42.9566,35.47,95,85,0.89,GE,1613260800
500,Kaili,-3.4626,120.2147,73.18,86,99,0.81,ID,1613260800
501,Piskivka,50.6938,29.6193,11.41,78,73,11.54,UA,1613260800
502,Half Moon Bay,37.4636,-122.4286,54.63,72,47,21.32,US,1613260800
503,Sobolevo,54.4299,31.8996,8.2,93,100,14.67,RU,1613260800
504,Sangmélima,2.9333,11.9833,71.76,87,92,3.38,CM,1613260800
505,Lompoc,34.6391,-120.4579,56.07,76,84,19.19,US,1613260800
506,Maceió,-9.6658,-35.7353,78.67,82,50,9.8,BR,1613260800
507,Novhorodka,48.3651,32.6578,12.51,83,39,15.17,UA,1613260800
508,Kalmunai,7.4167,81.8167,76.87,90,99,8.05,LK,1613260800
509,Shar,49.5886,81.0453,5.5,89,1,7.58,KZ,1613260800
510,Dhidhdhoo,6.8833,73.1,79.88,61,1,3.71,MV,1613260800
511,Gogrial,8.5332,28.1004,78.26,19,99,5.57,SS,1613260800
512,Townsville,-19.25,146.8,83.21,72,69,9.28,AU,1613260800
513,Kudahuvadhoo,2.6708,72.8944,81.39,73,16,8.7,MV,1613260800
514,Tavda,58.0425,65.2726,14.59,97,100,6.82,RU,1613260800
515,Touros,-5.1989,-35.4608,80.44,79,10,12.37,BR,1613260800
516,Weihai,37.5017,122.1136,43.7,80,100,6.44,CN,1613260800
517,Tres Picos,15.8667,-93.5333,82.8,51,0,4.56,MX,1613260800
518,Florø,61.5996,5.0328,28.45,68,0,12.82,NO,1613260800
519,Esperance,-33.8667,121.9,68.76,80,31,11.16,AU,1613260800
520,Volodarka,49.5248,29.9122,12.76,94,89,14.12,UA,1613260800
521,Coalville,52.7167,-1.3667,31.59,71,87,15.39,GB,1613260800
522,Chornyanka,46.6522,33.359,17.13,88,66,15.57,UA,1613260800
523,Boldumsaz,42.1282,59.671,46.2,73,49,7.05,TM,1613260800
524,Zhangaözen,43.3,52.8,39.18,78,90,15.73,KZ,1613260800
525,Simao,22.7886,100.9748,49.37,86,0,1.3,CN,1613260800
526,Tonj,7.2737,28.6822,77.95,20,100,2.91,SS,1613260800
527,Pospelikha,51.95,81.7667,3.4,91,72,8.16,RU,1613260800
528,Caucaia,-3.7361,-38.6531,81.34,80,23,8.95,BR,1613260800
529,Tiquicheo,18.8833,-100.7333,87.03,16,0,5.06,MX,1613260800
530,Sahuaripa,29.05,-109.2333,71.26,25,56,10.09,MX,1613260800
531,Nālūt,30.3333,10.85,55.69,56,1,13.51,LY,1613260800
532,Krasnyy Chikoy,50.3643,108.7512,-16.65,83,16,2.19,RU,1613260800
533,Miyako,39.6367,141.9525,45.64,70,83,2.46,JP,1613260800
534,Penalva,-3.2942,-45.1736,77.23,94,96,4.18,BR,1613260800
535,Chingola,-12.529,27.8838,62.73,97,100,3.76,ZM,1613260800
536,Akureyri,65.6835,-18.0878,33.69,82,87,5.93,IS,1613260800
537,Mocorito,25.4833,-107.9167,71.38,62,4,9.82,MX,1613260800
538,Nome,64.5011,-165.4064,26.44,66,87,4.68,US,1613260800
539,Escanaba,45.7453,-87.0646,11.91,91,95,7.2,US,1613260800
540,Cap Malheureux,-19.9842,57.6142,79.0,79,1,10.51,MU,1613260800
541,Faya,18.3851,42.4509,55.72,79,22,2.13,SA,1613260800
542,Vizinga,61.0749,50.1031,-2.4,90,100,12.46,RU,1613260800
543,Chik,54.9928,82.4311,1.99,77,92,10.67,RU,1613260800
544,Luanda,-8.8368,13.2343,78.01,80,32,8.39,AO,1613260800
545,Noumea,-22.2763,166.4572,83.53,64,0,6.02,NC,1613260800
546,Purranque,-40.9167,-73.1667,60.31,57,3,5.55,CL,1613260800
547,Kruisfontein,-34.0033,24.7314,71.51,94,98,4.5,ZA,1613260800
548,Sardārshahr,28.4333,74.4833,66.25,27,0,7.16,IN,1613260800
549,Mizdah,31.4451,12.9801,54.46,61,0,10.38,LY,1613260800
550,Orlik,52.5178,99.825,-9.51,81,100,2.89,RU,1613260800
551,Yelan',50.949,43.7378,15.26,92,100,13.04,RU,1613260800
552,San Matías,-16.3667,-58.4,80.22,84,83,4.61,BO,1613260800
553,Albert Town,18.2943,-77.5424,73.92,81,24,4.97,JM,1613260800
554,Fuerte Olimpo,-21.0415,-57.8738,84.83,59,59,4.41,PY,1613260800
555,Igrim,63.1906,64.4162,-25.06,86,9,5.21,RU,1613260800
556,São Paulo de Olivença,-3.3783,-68.8725,78.69,94,98,1.03,BR,1613260800
557,Cametá,-2.2444,-49.4958,79.57,88,95,8.37,BR,1613260800
558,Nelidovo,56.2211,32.7774,7.23,91,100,10.98,RU,1613260800
559,Dagana,16.5165,-15.5068,76.96,20,0,10.8,MR,1613260800
560,Kotka,60.4664,26.9458,15.57,97,71,9.01,FI,1613260800
561,Snåase,64.2457,12.3778,32.63,95,100,3.96,NO,1613260800
